0,1,2,3,4,5,6,7,y
51,51,46,72,51,60,87,48,43
51,46,72,51,60,87,48,43,51
46,72,51,60,87,48,43,51,63
72,51,60,87,48,43,51,63,51
51,60,87,48,43,51,63,51,75
60,87,48,43,51,63,51,75,51
87,48,43,51,63,51,75,51,58
48,43,51,63,51,75,51,58,51
43,51,63,51,75,51,58,51,87
51,63,51,75,51,58,51,87,82
63,51,75,51,58,51,87,82,72
51,75,51,58,51,87,82,72,71
75,51,58,51,87,82,72,71,71
51,58,51,87,82,72,71,71,74
58,51,87,82,72,71,71,74,44
51,87,82,72,71,71,74,44,77
87,82,72,71,71,74,44,77,50
82,72,71,71,74,44,77,50,62
72,71,71,74,44,77,50,62,65
71,71,74,44,77,50,62,65,53
71,74,44,77,50,62,65,53,51
74,44,77,50,62,65,53,51,58
44,77,50,62,65,53,51,58,50
77,50,62,65,53,51,58,50,43
50,62,65,53,51,58,50,43,67
62,65,53,51,58,50,43,67,70
65,53,51,58,50,43,67,70,82
53,51,58,50,43,67,70,82,83
51,58,50,43,67,70,82,83,71
58,50,43,67,70,82,83,71,51
50,43,67,70,82,83,71,51,79
43,67,70,82,83,71,51,79,77
67,70,82,83,71,51,79,77,51
70,82,83,71,51,79,77,51,77
82,83,71,51,79,77,51,77,50
83,71,51,79,77,51,77,50,58
71,51,79,77,51,77,50,58,62
51,79,77,51,77,50,58,62,53
79,77,51,77,50,58,62,53,43
77,51,77,50,58,62,53,43,44
51,77,50,58,62,53,43,44,53
77,50,58,62,53,43,44,53,74
50,58,62,53,43,44,53,74,75
58,62,53,43,44,53,74,75,62
62,53,43,44,53,74,75,62,51
53,43,44,53,74,75,62,51,67
43,44,53,74,75,62,51,67,70
44,53,74,75,62,51,67,70,63
53,74,75,62,51,67,70,63,87
74,75,62,51,67,70,63,87,60
75,62,51,67,70,63,87,60,58
62,51,67,70,63,87,60,58,63
51,67,70,63,87,60,58,63,56
67,70,63,87,60,58,63,56,43
70,63,87,60,58,63,56,43,75
63,87,60,58,63,56,43,75,72
87,60,58,63,56,43,75,72,87
60,58,63,56,43,75,72,87,63
58,63,56,43,75,72,87,63,58
63,56,43,75,72,87,63,58,63
56,43,75,72,87,63,58,63,58
43,75,72,87,63,58,63,58,55
75,72,87,63,58,63,58,55,70
72,87,63,58,63,58,55,70,63
87,63,58,63,58,55,70,63,60
63,58,63,58,55,70,63,60,87
58,63,58,55,70,63,60,87,60
63,58,55,70,63,60,87,60,56
58,55,70,63,60,87,60,56,75
55,70,63,60,87,60,56,75,87
70,63,60,87,60,56,75,87,56
63,60,87,60,56,75,87,56,63
60,87,60,56,75,87,56,63,44
87,60,56,75,87,56,63,44,96
60,56,75,87,56,63,44,96,63
56,75,87,56,63,44,96,63,63
75,87,56,63,44,96,63,63,51
87,56,63,44,96,63,63,51,72
56,63,44,96,63,63,51,72,55
63,44,96,63,63,51,72,55,60
44,96,63,63,51,72,55,60,87
96,63,63,51,72,55,60,87,60
63,63,51,72,55,60,87,60,51
63,51,72,55,60,87,60,51,46
51,72,55,60,87,60,51,46,61
72,55,60,87,60,51,46,61,87
55,60,87,60,51,46,61,87,58
60,87,60,51,46,61,87,58,48
87,60,51,46,61,87,58,48,51
60,51,46,61,87,58,48,51,87
51,46,61,87,58,48,51,87,73
46,61,87,58,48,51,87,73,51
61,87,58,48,51,87,73,51,51
87,58,48,51,87,73,51,51,51
58,48,51,87,73,51,51,51,51
48,51,87,73,51,51,51,51,44
51,87,73,51,51,51,51,44,51
87,73,51,51,51,51,44,51,51
73,51,51,51,51,44,51,51,51
51,51,51,51,44,51,51,51,51
51,51,51,44,51,51,51,51,87
51,51,44,51,51,51,51,87,60
51,44,51,51,51,51,87,60,96
44,51,51,51,51,87,60,96,72
51,51,51,51,87,60,96,72,48
51,51,51,87,60,96,72,48,51
51,51,87,60,96,72,48,51,60
51,87,60,96,72,48,51,60,99
87,60,96,72,48,51,60,99,80
60,96,72,48,51,60,99,80,80
96,72,48,51,60,99,80,80,82
72,48,51,60,99,80,80,82,82
48,51,60,99,80,80,82,82,66
51,60,99,80,80,82,82,66,52
60,99,80,80,82,82,66,52,84
99,80,80,82,82,66,52,84,85
80,80,82,82,66,52,84,85,80
80,82,82,66,52,84,85,80,49
82,82,66,52,84,85,80,49,72
82,66,52,84,85,80,49,72,55
66,52,84,85,80,49,72,55,56
52,84,85,80,49,72,55,56,58
84,85,80,49,72,55,56,58,73
85,80,49,72,55,56,58,73,82
80,49,72,55,56,58,73,82,89
49,72,55,56,58,73,82,89,90
72,55,56,58,73,82,89,90,84
55,56,58,73,82,89,90,84,49
56,58,73,82,89,90,84,49,56
58,73,82,89,90,84,49,56,58
73,82,89,90,84,49,56,58,88
82,89,90,84,49,56,58,88,89
89,90,84,49,56,58,88,89,90
90,84,49,56,58,88,89,90,91
84,49,56,58,88,89,90,91,94
49,56,58,88,89,90,91,94,84
56,58,88,89,90,91,94,84,85
58,88,89,90,91,94,84,85,88
88,89,90,91,94,84,85,88,89
89,90,91,94,84,85,88,89,82
90,91,94,84,85,88,89,82,87
91,94,84,85,88,89,82,87,77
94,84,85,88,89,82,87,77,80
84,85,88,89,82,87,77,80,84
85,88,89,82,87,77,80,84,76
88,89,82,87,77,80,84,76,78
89,82,87,77,80,84,76,78,72
82,87,77,80,84,76,78,72,82
87,77,80,84,76,78,72,82,73
77,80,84,76,78,72,82,73,56
80,84,76,78,72,82,73,56,58
84,76,78,72,82,73,56,58,76
76,78,72,82,73,56,58,76,77
78,72,82,73,56,58,76,77,69
72,82,73,56,58,76,77,69,70
82,73,56,58,76,77,69,70,72
73,56,58,76,77,69,70,72,73
56,58,76,77,69,70,72,73,63
58,76,77,69,70,72,73,63,71
76,77,69,70,72,73,63,71,75
77,69,70,72,73,63,71,75,72
69,70,72,73,63,71,75,72,68
70,72,73,63,71,75,72,68,56
72,73,63,71,75,72,68,56,51
73,63,71,75,72,68,56,51,72
63,71,75,72,68,56,51,72,72
71,75,72,68,56,51,72,72,72
75,72,68,56,51,72,72,72,72
72,68,56,51,72,72,72,72,73
68,56,51,72,72,72,72,73,70
56,51,72,72,72,72,73,70,72
51,72,72,72,72,73,70,72,68
72,72,72,72,73,70,72,68,56
72,72,72,73,70,72,68,56,51
72,72,73,70,72,68,56,51,39
72,73,70,72,68,56,51,39,51
73,70,72,68,56,51,39,51,63
70,72,68,56,51,39,51,63,73
72,68,56,51,39,51,63,73,58
68,56,51,39,51,63,73,58,61
56,51,39,51,63,73,58,61,70
51,39,51,63,73,58,61,70,72
39,51,63,73,58,61,70,72,70
51,63,73,58,61,70,72,70,63
63,73,58,61,70,72,70,63,73
73,58,61,70,72,70,63,73,61
58,61,70,72,70,63,73,61,70
61,70,72,70,63,73,61,70,67
70,72,70,63,73,61,70,67,68
72,70,63,73,61,70,67,68,63
70,63,73,61,70,67,68,63,72
63,73,61,70,67,68,63,72,56
73,61,70,67,68,63,72,56,44
61,70,67,68,63,72,56,44,51
70,67,68,63,72,56,44,51,51
67,68,63,72,56,44,51,51,56
68,63,72,56,44,51,51,56,55
63,72,56,44,51,51,56,55,51
72,56,44,51,51,56,55,51,55
56,44,51,51,56,55,51,55,51
44,51,51,56,55,51,55,51,51
51,51,56,55,51,55,51,51,72
51,56,55,51,55,51,51,72,72
56,55,51,55,51,51,72,72,63
55,51,55,51,51,72,72,63,63
51,55,51,51,72,72,63,63,44
55,51,51,72,72,63,63,44,51
51,51,72,72,63,63,44,51,61
51,72,72,63,63,44,51,61,44
72,72,63,63,44,51,61,44,51
72,63,63,44,51,61,44,51,51
63,63,44,51,61,44,51,51,70
63,44,51,61,44,51,51,70,56
44,51,61,44,51,51,70,56,56
51,61,44,51,51,70,56,56,61
61,44,51,51,70,56,56,61,51
44,51,51,70,56,56,61,51,67
51,51,70,56,56,61,51,67,60
51,70,56,56,61,51,67,60,72
70,56,56,61,51,67,60,72,44
56,56,61,51,67,60,72,44,44
56,61,51,67,60,72,44,44,63
61,51,67,60,72,44,44,63,55
51,67,60,72,44,44,63,55,51
67,60,72,44,44,63,55,51,72
60,72,44,44,63,55,51,72,51
72,44,44,63,55,51,72,51,55
44,44,63,55,51,72,51,55,51
44,63,55,51,72,51,55,51,60
63,55,51,72,51,55,51,60,51
55,51,72,51,55,51,60,51,56
51,72,51,55,51,60,51,56,56
72,51,55,51,60,51,56,56,63
51,55,51,60,51,56,56,63,56
55,51,60,51,56,56,63,56,60
51,60,51,56,56,63,56,60,72
60,51,56,56,63,56,60,72,51
51,56,56,63,56,60,72,51,44
56,56,63,56,60,72,51,44,51
56,63,56,60,72,51,44,51,75
63,56,60,72,51,44,51,75,44
56,60,72,51,44,51,75,44,72
60,72,51,44,51,75,44,72,60
72,51,44,51,75,44,72,60,51
51,44,51,75,44,72,60,51,56
44,51,75,44,72,60,51,56,61
51,75,44,72,60,51,56,61,44
75,44,72,60,51,56,61,44,55
44,72,60,51,56,61,44,55,58
72,60,51,56,61,44,55,58,60
60,51,56,61,44,55,58,60,73
51,56,61,44,55,58,60,73,73
56,61,44,55,58,60,73,73,64
61,44,55,58,60,73,73,64,65
44,55,58,60,73,73,64,65,55
55,58,60,73,73,64,65,55,60
58,60,73,73,64,65,55,60,75
60,73,73,64,65,55,60,75,58
73,73,64,65,55,60,75,58,56
73,64,65,55,60,75,58,56,39
64,65,55,60,75,58,56,39,51
65,55,60,75,58,56,39,51,72
55,60,75,58,56,39,51,72,72
60,75,58,56,39,51,72,72,63
75,58,56,39,51,72,72,63,70
58,56,39,51,72,72,63,70,64
56,39,51,72,72,63,70,64,55
39,51,72,72,63,70,64,55,55
51,72,72,63,70,64,55,55,68
72,72,63,70,64,55,55,68,55
72,63,70,64,55,55,68,55,44
63,70,64,55,55,68,55,44,60
70,64,55,55,68,55,44,60,72
64,55,55,68,55,44,60,72,70
55,55,68,55,44,60,72,70,68
55,68,55,44,60,72,70,68,61
68,55,44,60,72,70,68,61,51
55,44,60,72,70,68,61,51,56
44,60,72,70,68,61,51,56,70
60,72,70,68,61,51,56,70,51
72,70,68,61,51,56,70,51,56
70,68,61,51,56,70,51,56,51
68,61,51,56,70,51,56,51,68
61,51,56,70,51,56,51,68,51
51,56,70,51,56,51,68,51,56
56,70,51,56,51,68,51,56,44
70,51,56,51,68,51,56,44,68
51,56,51,68,51,56,44,68,56
56,51,68,51,56,44,68,56,51
51,68,51,56,44,68,56,51,56
68,51,56,44,68,56,51,56,51
51,56,44,68,56,51,56,51,68
56,44,68,56,51,56,51,68,56
44,68,56,51,56,51,68,56,68
68,56,51,56,51,68,56,68,56
56,51,56,51,68,56,68,56,51
51,56,51,68,56,68,56,51,68
56,51,68,56,68,56,51,68,68
51,68,56,68,56,51,68,68,68
68,56,68,56,51,68,68,68,56
56,68,56,51,68,68,68,56,56
68,56,51,68,68,68,56,56,56
56,51,68,68,68,56,56,56,56
51,68,68,68,56,56,56,56,65
68,68,68,56,56,56,56,65,65
68,68,56,56,56,56,65,65,56
68,56,56,56,56,65,65,56,56
56,56,56,56,65,65,56,56,60
56,56,56,65,65,56,56,60,56
56,56,65,65,56,56,60,56,65
56,65,65,56,56,60,56,65,32
65,65,56,56,60,56,65,32,48
65,56,56,60,56,65,32,48,36
56,56,60,56,65,32,48,36,60
56,60,56,65,32,48,36,60,53
60,56,65,32,48,36,60,53,65
56,65,32,48,36,60,53,65,65
65,32,48,36,60,53,65,65,65
32,48,36,60,53,65,65,65,65
48,36,60,53,65,65,65,65,72
36,60,53,65,65,65,65,72,56
60,53,65,65,65,65,72,56,56
53,65,65,65,65,72,56,56,56
65,65,65,65,72,56,56,56,56
65,65,65,72,56,56,56,56,65
65,65,72,56,56,56,56,65,48
65,72,56,56,56,56,65,48,56
72,56,56,56,56,65,48,56,60
56,56,56,56,65,48,56,60,56
56,56,56,65,48,56,60,56,60
56,56,65,48,56,60,56,60,56
56,65,48,56,60,56,60,56,65
65,48,56,60,56,60,56,65,64
48,56,60,56,60,56,65,64,64
56,60,56,60,56,65,64,64,64
60,56,60,56,65,64,64,64,55
56,60,56,65,64,64,64,55,40
60,56,65,64,64,64,55,40,41
56,65,64,64,64,55,40,41,36
65,64,64,64,55,40,41,36,60
64,64,64,55,40,41,36,60,64
64,64,55,40,41,36,60,64,43
64,55,40,41,36,60,64,43,60
55,40,41,36,60,64,43,60,48
40,41,36,60,64,43,60,48,60
41,36,60,64,43,60,48,60,64
36,60,64,43,60,48,60,64,64
60,64,43,60,48,60,64,64,60
64,43,60,48,60,64,64,60,60
43,60,48,60,64,64,60,60,55
60,48,60,64,64,60,60,55,60
48,60,64,64,60,60,55,60,60
60,64,64,60,60,55,60,60,64
64,64,60,60,55,60,60,64,72
64,60,60,55,60,60,64,72,60
60,60,55,60,60,64,72,60,55
60,55,60,60,64,72,60,55,72
55,60,60,64,72,60,55,72,55
60,60,64,72,60,55,72,55,60
60,64,72,60,55,72,55,60,60
64,72,60,55,72,55,60,60,60
72,60,55,72,55,60,60,60,55
60,55,72,55,60,60,60,55,60
55,72,55,60,60,60,55,60,60
72,55,60,60,60,55,60,60,64
55,60,60,60,55,60,60,64,41
60,60,60,55,60,60,64,41,64
60,60,55,60,60,64,41,64,64
60,55,60,60,64,41,64,64,65
55,60,60,64,41,64,64,65,56
60,60,64,41,64,64,65,56,56
60,64,41,64,64,65,56,56,56
64,41,64,64,65,56,56,56,56
41,64,64,65,56,56,56,56,46
64,64,65,56,56,56,56,46,48
64,65,56,56,56,56,46,48,65
65,56,56,56,56,46,48,65,65
56,56,56,56,46,48,65,65,56
56,56,56,46,48,65,65,56,56
56,56,46,48,65,65,56,56,56
56,46,48,65,65,56,56,56,56
46,48,65,65,56,56,56,56,56
48,65,65,56,56,56,56,56,36
65,65,56,56,56,56,56,36,65
65,56,56,56,56,56,36,65,41
56,56,56,56,56,36,65,41,60
56,56,56,56,36,65,41,60,65
56,56,56,36,65,41,60,65,61
56,56,36,65,41,60,65,61,65
56,36,65,41,60,65,61,65,55
36,65,41,60,65,61,65,55,58
65,41,60,65,61,65,55,58,65
41,60,65,61,65,55,58,65,73
60,65,61,65,55,58,65,73,65
65,61,65,55,58,65,73,65,55
61,65,55,58,65,73,65,55,55
65,55,58,65,73,65,55,55,73
55,58,65,73,65,55,55,73,43
58,65,73,65,55,55,73,43,65
65,73,65,55,55,73,43,65,55
73,65,55,55,73,43,65,55,58
65,55,55,73,43,65,55,58,65
55,55,73,43,65,55,58,65,65
55,73,43,65,55,58,65,65,75
73,43,65,55,58,65,65,75,73
43,65,55,58,65,65,75,73,72
65,55,58,65,65,75,73,72,56
55,58,65,65,75,73,72,56,65
58,65,65,75,73,72,56,65,61
65,65,75,73,72,56,65,61,58
65,75,73,72,56,65,61,58,58
75,73,72,56,65,61,58,58,60
73,72,56,65,61,58,58,60,65
72,56,65,61,58,58,60,65,65
56,65,61,58,58,60,65,65,77
65,61,58,58,60,65,65,77,73
61,58,58,60,65,65,77,73,65
58,58,60,65,65,77,73,65,65
58,60,65,65,77,73,65,65,65
60,65,65,77,73,65,65,65,48
65,65,77,73,65,65,65,48,65
65,77,73,65,65,65,48,65,48
77,73,65,65,65,48,65,48,48
73,65,65,65,48,65,48,48,64
65,65,65,48,65,48,48,64,64
65,65,48,65,48,48,64,64,64
65,48,65,48,48,64,64,64,60
48,65,48,48,64,64,64,60,55
65,48,48,64,64,64,60,55,60
48,48,64,64,64,60,55,60,36
48,64,64,64,60,55,60,36,41
64,64,64,60,55,60,36,41,56
64,64,60,55,60,36,41,56,56
64,60,55,60,36,41,56,56,65
60,55,60,36,41,56,56,65,65
55,60,36,41,56,56,65,65,36
60,36,41,56,56,65,65,36,56
36,41,56,56,65,65,36,56,56
41,56,56,65,65,36,56,56,56
56,56,65,65,36,56,56,56,56
56,65,65,36,56,56,56,56,65
65,65,36,56,56,56,56,65,60
65,36,56,56,56,56,65,60,56
36,56,56,56,56,65,60,56,48
56,56,56,56,65,60,56,48,56
56,56,56,65,60,56,48,56,65
56,56,65,60,56,48,56,65,53
56,65,60,56,48,56,65,53,53
65,60,56,48,56,65,53,53,56
60,56,48,56,65,53,53,56,60
56,48,56,65,53,53,56,60,65
48,56,65,53,53,56,60,65,56
56,65,53,53,56,60,65,56,65
65,53,53,56,60,65,56,65,56
53,53,56,60,65,56,65,56,56
53,56,60,65,56,65,56,56,60
56,60,65,56,65,56,56,60,72
60,65,56,65,56,56,60,72,65
65,56,65,56,56,60,72,65,48
56,65,56,56,60,72,65,48,65
65,56,56,60,72,65,48,65,65
56,56,60,72,65,48,65,65,60
56,60,72,65,48,65,65,60,56
60,72,65,48,65,65,60,56,56
72,65,48,65,65,60,56,56,65
65,48,65,65,60,56,56,65,60
48,65,65,60,56,56,65,60,65
65,65,60,56,56,65,60,65,56
65,60,56,56,65,60,65,56,65
60,56,56,65,60,65,56,65,56
56,56,65,60,65,56,65,56,65
56,65,60,65,56,65,56,65,56
65,60,65,56,65,56,65,56,56
60,65,56,65,56,65,56,56,68
65,56,65,56,65,56,56,68,70
56,65,56,65,56,56,68,70,72
65,56,65,56,56,68,70,72,56
56,65,56,56,68,70,72,56,56
65,56,56,68,70,72,56,56,65
56,56,68,70,72,56,56,65,68
56,68,70,72,56,56,65,68,65
68,70,72,56,56,65,68,65,65
70,72,56,56,65,68,65,65,58
72,56,56,65,68,65,65,58,60
56,56,65,68,65,65,58,60,56
56,65,68,65,65,58,60,56,56
65,68,65,65,58,60,56,56,73
68,65,65,58,60,56,56,73,61
65,65,58,60,56,56,73,61,56
65,58,60,56,56,73,61,56,65
58,60,56,56,73,61,56,65,65
60,56,56,73,61,56,65,65,65
56,56,73,61,56,65,65,65,65
56,73,61,56,65,65,65,65,65
73,61,56,65,65,65,65,65,61
61,56,65,65,65,65,65,61,61
56,65,65,65,65,65,61,61,65
65,65,65,65,65,61,61,65,65
65,65,65,65,61,61,65,65,65
65,65,65,61,61,65,65,65,56
65,65,61,61,65,65,65,56,65
65,61,61,65,65,65,56,65,65
61,61,65,65,65,56,65,65,65
61,65,65,65,56,65,65,65,65
65,65,65,56,65,65,65,65,41
65,65,56,65,65,65,65,41,61
65,56,65,65,65,65,41,61,56
56,65,65,65,65,41,61,56,56
65,65,65,65,41,61,56,56,36
65,65,65,41,61,56,56,36,49
65,65,41,61,56,56,36,49,65
65,41,61,56,56,36,49,65,61
41,61,56,56,36,49,65,61,65
61,56,56,36,49,65,61,65,61
56,56,36,49,65,61,65,61,37
56,36,49,65,61,65,61,37,56
36,49,65,61,65,61,37,56,61
49,65,61,65,61,37,56,61,56
65,61,65,61,37,56,61,56,65
61,65,61,37,56,61,56,65,65
65,61,37,56,61,56,65,65,53
61,37,56,61,56,65,65,53,53
37,56,61,56,65,65,53,53,61
56,61,56,65,65,53,53,61,61
61,56,65,65,53,53,61,61,65
56,65,65,53,53,61,61,65,61
65,65,53,53,61,61,65,61,65
65,53,53,61,61,65,61,65,49
53,53,61,61,65,61,65,49,37
53,61,61,65,61,65,49,37,61
61,61,65,61,65,49,37,61,61
61,65,61,65,49,37,61,61,61
65,61,65,49,37,61,61,61,61
61,65,49,37,61,61,61,61,56
65,49,37,61,61,61,61,56,65
49,37,61,61,61,61,56,65,65
37,61,61,61,61,56,65,65,65
61,61,61,61,56,65,65,65,61
61,61,61,56,65,65,65,61,65
61,61,56,65,65,65,61,65,65
61,56,65,65,65,61,65,65,65
56,65,65,65,61,65,65,65,56
65,65,65,61,65,65,65,56,61
65,65,61,65,65,65,56,61,65
65,61,65,65,65,56,61,65,68
61,65,65,65,56,61,65,68,72
65,65,65,56,61,65,68,72,65
65,65,56,61,65,68,72,65,73
65,56,61,65,68,72,65,73,65
56,61,65,68,72,65,73,65,65
61,65,68,72,65,73,65,65,68
65,68,72,65,73,65,65,68,61
68,72,65,73,65,65,68,61,60
72,65,73,65,65,68,61,60,65
65,73,65,65,68,61,60,65,65
73,65,65,68,61,60,65,65,65
65,65,68,61,60,65,65,65,61
65,68,61,60,65,65,65,61,73
68,61,60,65,65,65,61,73,61
61,60,65,65,65,61,73,61,61
60,65,65,65,61,73,61,61,66
65,65,65,61,73,61,61,66,61
65,65,61,73,61,61,66,61,61
65,61,73,61,61,66,61,61,66
61,73,61,61,66,61,61,66,66
73,61,61,66,61,61,66,66,61
61,61,66,61,61,66,66,61,66
61,66,61,61,66,66,61,66,66
66,61,61,66,66,61,66,66,66
61,61,66,66,61,66,66,66,66
61,66,66,61,66,66,66,66,61
66,66,61,66,66,66,66,61,61
66,61,66,66,66,66,61,61,61
61,66,66,66,66,61,61,61,66
66,66,66,66,61,61,61,66,57
66,66,66,61,61,61,66,57,42
66,66,61,61,61,66,57,42,57
66,61,61,61,66,57,42,57,66
61,61,61,66,57,42,57,66,66
61,61,66,57,42,57,66,66,66
61,66,57,42,57,66,66,66,66
66,57,42,57,66,66,66,66,61
57,42,57,66,66,66,66,61,34
42,57,66,66,66,66,61,34,66
57,66,66,66,66,61,34,66,66
66,66,66,66,61,34,66,66,49
66,66,66,61,34,66,66,49,66
66,66,61,34,66,66,49,66,66
66,61,34,66,66,49,66,66,54
61,34,66,66,49,66,66,54,54
34,66,66,49,66,66,54,54,61
66,66,49,66,66,54,54,61,61
66,49,66,66,54,54,61,61,73
49,66,66,54,54,61,61,73,66
66,66,54,54,61,61,73,66,37
66,54,54,61,61,73,66,37,66
54,54,61,61,73,66,37,66,61
54,61,61,73,66,37,66,61,66
61,61,73,66,37,66,61,66,66
61,73,66,37,66,61,66,66,61
73,66,37,66,61,66,66,61,66
66,37,66,61,66,66,61,66,66
37,66,61,66,66,61,66,66,66
66,61,66,66,61,66,66,66,66
61,66,66,61,66,66,66,66,66
66,66,61,66,66,66,66,66,66
66,61,66,66,66,66,66,66,61
61,66,66,66,66,66,66,61,66
66,66,66,66,66,66,61,66,61
66,66,66,66,66,61,66,61,66
66,66,66,66,61,66,61,66,66
66,66,66,61,66,61,66,66,61
66,66,61,66,61,66,66,61,57
66,61,66,61,66,66,61,57,61
61,66,61,66,66,61,57,61,57
66,61,66,66,61,57,61,57,71
61,66,66,61,57,61,57,71,73
66,66,61,57,61,57,71,73,66
66,61,57,61,57,71,73,66,66
61,57,61,57,71,73,66,66,66
57,61,57,71,73,66,66,66,66
61,57,71,73,66,66,66,66,66
57,71,73,66,66,66,66,66,57
71,73,66,66,66,66,66,57,57
73,66,66,66,66,66,57,57,69
66,66,66,66,66,57,57,69,66
66,66,66,66,57,57,69,66,57
66,66,66,57,57,69,66,57,74
66,66,57,57,69,66,57,74,57
66,57,57,69,66,57,74,57,62
57,57,69,66,57,74,57,62,62
57,69,66,57,74,57,62,62,57
69,66,57,74,57,62,62,57,74
66,57,74,57,62,62,57,74,74
57,74,57,62,62,57,74,74,66
74,57,62,62,57,74,74,66,62
57,62,62,57,74,74,66,62,66
62,62,57,74,74,66,62,66,66
62,57,74,74,66,62,66,66,66
57,74,74,66,62,66,66,66,69
74,74,66,62,66,66,66,69,62
74,66,62,66,66,66,69,62,66
66,62,66,66,66,69,62,66,66
62,66,66,66,69,62,66,66,66
66,66,66,69,62,66,66,66,66
66,66,69,62,66,66,66,66,62
66,69,62,66,66,66,66,62,66
69,62,66,66,66,66,62,66,62
62,66,66,66,66,62,66,62,57
66,66,66,66,62,66,62,57,62
66,66,66,62,66,62,57,62,57
66,66,62,66,62,57,62,57,66
66,62,66,62,57,62,57,66,42
62,66,62,57,62,57,66,42,66
66,62,57,62,57,66,42,66,66
62,57,62,57,66,42,66,66,38
57,62,57,66,42,66,66,38,62
62,57,66,42,66,66,38,62,62
57,66,42,66,66,38,62,62,57
66,42,66,66,38,62,62,57,62
42,66,66,38,62,62,57,62,54
66,66,38,62,62,57,62,54,66
66,38,62,62,57,62,54,66,62
38,62,62,57,62,54,66,62,62
62,62,57,62,54,66,62,62,66
62,57,62,54,66,62,62,66,50
57,62,54,66,62,62,66,50,54
62,54,66,62,62,66,50,54,57
54,66,62,62,66,50,54,57,66
66,62,62,66,50,54,57,66,66
62,62,66,50,54,57,66,66,74
62,66,50,54,57,66,66,74,62
66,50,54,57,66,66,74,62,66
50,54,57,66,66,74,62,66,66
54,57,66,66,74,62,66,66,66
57,66,66,74,62,66,66,66,57
66,66,74,62,66,66,66,57,66
66,74,62,66,66,66,57,66,66
74,62,66,66,66,57,66,66,62
62,66,66,66,57,66,66,62,66
66,66,66,57,66,66,62,66,57
66,66,57,66,66,62,66,57,74
66,57,66,66,62,66,57,74,50
57,66,66,62,66,57,74,50,66
66,66,62,66,57,74,50,66,59
66,62,66,57,74,50,66,59,71
62,66,57,74,50,66,59,71,66
66,57,74,50,66,59,71,66,71
57,74,50,66,59,71,66,71,59
74,50,66,59,71,66,71,59,66
50,66,59,71,66,71,59,66,62
66,59,71,66,71,59,66,62,74
59,71,66,71,59,66,62,74,66
71,66,71,59,66,62,74,66,59
66,71,59,66,62,74,66,59,59
71,59,66,62,74,66,59,59,71
59,66,62,74,66,59,59,71,59
66,62,74,66,59,59,71,59,53
62,74,66,59,59,71,59,53,53
74,66,59,59,71,59,53,53,62
66,59,59,71,59,53,53,62,71
59,59,71,59,53,53,62,71,71
59,71,59,53,53,62,71,71,54
71,59,53,53,62,71,71,54,53
59,53,53,62,71,71,54,53,71
53,53,62,71,71,54,53,71,65
53,62,71,71,54,53,71,65,50
62,71,71,54,53,71,65,50,62
71,71,54,53,71,65,50,62,74
71,54,53,71,65,50,62,74,62
54,53,71,65,50,62,74,62,59
53,71,65,50,62,74,62,59,71
71,65,50,62,74,62,59,71,54
65,50,62,74,62,59,71,54,71
50,62,74,62,59,71,54,71,71
62,74,62,59,71,54,71,71,71
74,62,59,71,54,71,71,71,62
62,59,71,54,71,71,71,62,59
59,71,54,71,71,71,62,59,71
71,54,71,71,71,62,59,71,71
54,71,71,71,62,59,71,71,74
71,71,71,62,59,71,71,74,62
71,71,62,59,71,71,74,62,65
71,62,59,71,71,74,62,65,71
62,59,71,71,74,62,65,71,53
59,71,71,74,62,65,71,53,62
71,71,74,62,65,71,53,62,74
71,74,62,65,71,53,62,74,71
74,62,65,71,53,62,74,71,59
62,65,71,53,62,74,71,59,71
65,71,53,62,74,71,59,71,58
71,53,62,74,71,59,71,58,70
53,62,74,71,59,71,58,70,65
62,74,71,59,71,58,70,65,65
74,71,59,71,58,70,65,65,31
71,59,71,58,70,65,65,31,43
59,71,58,70,65,65,31,43,73
71,58,70,65,65,31,43,73,71
58,70,65,65,31,43,73,71,61
70,65,65,31,43,73,71,61,58
65,65,31,43,73,71,61,58,65
65,31,43,73,71,61,58,65,70
31,43,73,71,61,58,65,70,52
43,73,71,61,58,65,70,52,61
73,71,61,58,65,70,52,61,52
71,61,58,65,70,52,61,52,70
61,58,65,70,52,61,52,70,61
58,65,70,52,61,52,70,61,73
65,70,52,61,52,70,61,73,64
70,52,61,52,70,61,73,64,58
52,61,52,70,61,73,64,58,70
61,52,70,61,73,64,58,70,70
52,70,61,73,64,58,70,70,70
70,61,73,64,58,70,70,70,70
61,73,64,58,70,70,70,70,58
73,64,58,70,70,70,70,58,65
64,58,70,70,70,70,58,65,58
58,70,70,70,70,58,65,58,53
70,70,70,70,58,65,58,53,70
70,70,70,58,65,58,53,70,61
70,70,58,65,58,53,70,61,58
70,58,65,58,53,70,61,58,70
58,65,58,53,70,61,58,70,58
65,58,53,70,61,58,70,58,58
58,53,70,61,58,70,58,58,58
53,70,61,58,70,58,58,58,31
70,61,58,70,58,58,58,31,73
61,58,70,58,58,58,31,73,52
58,70,58,58,58,31,73,52,59
70,58,58,58,31,73,52,59,65
58,58,58,31,73,52,59,65,59
58,58,31,73,52,59,65,59,65
58,31,73,52,59,65,59,65,65
31,73,52,59,65,59,65,65,48
73,52,59,65,59,65,65,48,49
52,59,65,59,65,65,48,49,56
